LayerName,Date&Time,Broadcast,Downlink,Uplink,WLAN,TDD,Total,Total (RMS),GPS Lat,GPS Lon,GPS Altitude,GPS HDOP,GPS# Satellites,GPS Speed,Marker
C BK Bensonhurst_agg,2024-11-08 10:43:39,0.2003570812324835,0.3933926028791085,0.04080539180059419,0.04792108095608861,0.3660421150632806,0.5769307064110905,0.6406,40.61683833333333,-73.99986,18.9,1.36,6,4.66,
C BK Bensonhurst_agg,2024-11-08 10:43:45,0.12584462642481,0.4136921319048744,0.03479152195578687,0.04078970458338722,0.1969548679266395,0.478166832810474,0.5095,40.61675166666667,-73.99986333333334,17.9,1.36,6,6.2,
C BK Bensonhurst_agg,2024-11-08 10:43:52,0.1960038520029645,0.4370318752676972,0.02201794722493448,0.05228116295569561,0.3987054802733466,0.6257783473403341,0.6364,40.61667666666666,-73.99983166666667,15.0,1.36,6,5.16,
C BK Bensonhurst_agg,2024-11-08 10:43:59,0.1396648488346298,0.5786783303356019,0.02820726856680739,0.1126229550313789,0.5038019749862042,0.7884610897184464,0.8124,40.61662833333333,-73.99977166666666,16.4,1.36,6,3.38,
C BK Bensonhurst_agg,2024-11-08 10:44:06,0.142746873871199,0.3479152339291857,0.02324521456128121,0.1171695779628825,0.6656333149715389,0.7737948306883421,0.783,40.61657166666667,-73.99968666666666,19.1,1.36,6,3.11,
C BK Bensonhurst_agg,2024-11-08 10:44:13,0.1136703567338468,0.3544087611783885,0.02274269113363676,0.1713620436386075,0.6759446796891,0.7907653950445733,0.8005,40.61645333333333,-73.99966166666667,22.8,1.31,7,3.98,
C BK Bensonhurst_agg,2024-11-08 10:44:20,0.07671922835899747,0.2942887017878872,0.01703877929899909,0.1813309129740432,0.4899727849585117,0.6047613000184452,0.6094,40.61627833333333,-73.99974,23.9,1.31,7,5.32,
C BK Bensonhurst_agg,2024-11-08 10:44:27,0.1045955543988367,0.5638816187818149,0.0405684606560318,0.1574945078407498,0.4384296750905439,0.7399821687040845,0.7811,40.61616666666666,-73.99979166666667,24.5,1.31,7,5.39,
C BK Bensonhurst_agg,2024-11-08 10:44:34,0.1650599588028544,0.6308141089100655,0.03819240762245815,0.2262877592800813,0.3878747607153628,0.7926429650227144,0.8295,40.61607,-73.99983166666667,26.1,1.31,7,5.44,
C BK Bensonhurst_agg,2024-11-08 10:44:41,0.1352363856364107,0.7189526479539525,0.05395683459952039,0.06610105899302977,0.3257031470526498,0.8053229290166777,0.8576,40.61598833333333,-73.99993166666667,27.4,1.25,8,5.54,
C BK Bensonhurst_agg,2024-11-08 10:44:48,0.1342495437608635,0.4184905972659362,0.04953160607127534,0.1039966345609318,0.4293818230898928,0.6251357852498927,0.68,40.6159,-74.00004333333334,27.5,1.25,8,4.62,
C BK Bensonhurst_agg,2024-11-08 10:44:55,0.1182050337337628,0.5971242333049296,0.05240811005941733,0.08403659916964752,0.3028538921658429,0.6870655136156958,0.7303,40.615905,-74.00009666666666,27.4,1.19,9,1.9,
C BK Bensonhurst_agg,2024-11-08 10:45:02,0.2063827269904146,0.4291013283596312,0.02424211211920282,0.08862431946142094,0.2069358837901247,0.5272439568169556,0.5373,40.61591833333333,-74.00009666666666,27.8,1.19,9,0,
C BK Bensonhurst_agg,2024-11-08 10:45:09,0.1101095363717421,0.2598159156017968,0.04645040365809537,0.06142466931127915,0.308854269842591,0.4253821928571999,0.4604,40.61591833333333,-74.00009666666666,27.8,1.19,9,0,
C BK Bensonhurst_agg,2024-11-08 10:45:16,0.08294383641959178,0.2180883307286293,0.02903084566456857,0.1059234629343282,0.4474342856777964,0.516432193032154,0.5224,40.61591833333333,-74.00009666666666,27.8,1.19,9,0,
C BK Bensonhurst_agg,2024-11-08 10:45:23,0.1142322196230118,0.2601082466974087,0.03134294178918118,0.1059440418334131,0.2152485307731507,0.3731537886716413,0.3802,40.61591,-74.00009833333333,27.9,1.19,9,1.12,
C BK Bensonhurst_agg,2024-11-08 10:45:30,0.1148280018114049,0.2632948157484306,0.02024228247999716,0.05895752708518225,0.1782149264231254,0.3437381707055532,0.3575,40.61583333333333,-74.00015333333333,28.1,1.19,9,3.98,
C BK Bensonhurst_agg,2024-11-08 10:45:37,0.1042716644156024,0.2466375681034826,0.02652545946821657,0.04749852629292827,0.2084828290291553,0.3436967704241634,0.3561,40.61573333333333,-74.00024166666667,28.8,1.19,9,5.1,
C BK Bensonhurst_agg,2024-11-08 10:45:44,0.1017655639202181,0.1920134891094894,0.01969339990961439,0.07526426775037409,0.1572246163932353,0.2792803788310235,0.2857,40.61562666666666,-74.00023166666666,29.4,1.19,9,5.42,
C BK Bensonhurst_agg,2024-11-08 10:45:51,0.07515124749463577,0.2732087663308043,0.02455850158295493,0.0660083328073055,0.1656089671485213,0.3356743809110252,0.3514,40.61552166666667,-74.00022666666666,29.4,1.19,9,5.28,
C BK Bensonhurst_agg,2024-11-08 10:45:58,0.1067254421401008,0.3646843429597712,0.03611412466058121,0.06261788881781308,0.140841116155759,0.4116387250976271,0.4232,40.61543833333333,-74.00020833333333,26.1,1.2,9,5.57,
C BK Bensonhurst_agg,2024-11-08 10:46:05,0.09146775388080762,0.282224485117787,0.03991453369388148,0.1164851492680505,0.1518954574699323,0.3553184487188922,0.3826,40.61534166666667,-74.00018833333333,23.1,1.2,9,4.33,
C BK Bensonhurst_agg,2024-11-08 10:46:12,0.07385736253075924,0.2760841719476146,0.05357340758249376,0.1249055643276151,0.1219529007445087,0.3391480502671363,0.3531,40.61526166666667,-74.000165,22.8,1.2,9,4.09,
C BK Bensonhurst_agg,2024-11-08 10:46:19,0.08254762261870417,0.2602798686030097,0.04498399715454375,0.340253728855394,0.1009768290252769,0.4500579962627037,0.4636,40.615185,-74.00014333333333,23.7,1.2,9,3.79,
C BK Bensonhurst_agg,2024-11-08 10:46:26,0.1130523772417016,0.2834401347727594,0.04643328547496935,0.07827585834725802,0.1620051233757748,0.3572785607897568,0.4041,40.61507666666667,-74.00022166666666,23.9,1.2,9,4.62,
C BK Bensonhurst_agg,2024-11-08 10:46:33,0.09254242270440081,0.4461390254169658,0.054230987451825,0.1109891886626801,0.1957994382014412,0.5110784186404272,0.5317,40.614975,-74.00033,23.4,1.2,9,5.38,
C BK Bensonhurst_agg,2024-11-08 10:46:40,0.08351215480395653,0.4974442481323912,0.08608478378900652,0.0725213761590333,0.3272447096593007,0.6117058933834132,0.6949,40.614895,-74.00038333333333,23.3,1.2,9,5.02,
C BK Bensonhurst_agg,2024-11-08 10:46:47,0.1043300052717338,0.5637861207940472,0.1138466951650332,0.05560395669374616,0.2741144286607328,0.6480209333038555,0.6811,40.61479833333333,-74.00039666666666,23.3,1.51,8,4.85,
C BK Bensonhurst_agg,2024-11-08 10:46:54,0.07786090161306893,0.488077155785845,0.1404007834735975,0.04752715013547518,0.1767477581187382,0.5454288312878225,0.5949,40.61468833333333,-74.00039333333334,25.2,1.2,9,5.37,
C BK Bensonhurst_agg,2024-11-08 10:47:01,0.1242073266760057,0.3737063017932665,0.07484951569649599,0.09889984833153184,0.20243319885829,0.4598333285006643,0.5867,40.61459,-74.00049833333334,28.9,1.2,9,4.65,
C BK Bensonhurst_agg,2024-11-08 10:47:08,0.1320500662627626,0.4152037933352729,0.06504705988743842,0.03812440163464865,0.2047798818243628,0.4872892364910185,0.504,40.61449666666667,-74.000585,32.9,1.2,9,5.22,
C BK Bensonhurst_agg,2024-11-08 10:47:15,0.1155330255814328,0.4612756117550547,0.09452020947924311,0.05013880732526453,0.2672043225698267,0.5558499707654934,0.6091,40.61443333333333,-74.00064833333333,34.3,1.2,9,4.26,
C BK Bensonhurst_agg,2024-11-08 10:47:22,0.1891524781756771,0.6244824657266207,0.09155167939475496,0.07317185251174117,0.2934082309683899,0.7249698131646586,0.7744,40.61436666666667,-74.00067333333334,35.4,1.2,9,3.76,
C BK Bensonhurst_agg,2024-11-08 10:47:29,0.4841102353803315,0.85960741620812,0.1237210976349628,0.1655418376121275,0.5816723476322387,1.163761728190097,1.1967,40.61430833333333,-74.00067833333334,35.5,1.15,10,3.11,
C BK Bensonhurst_agg,2024-11-08 10:47:36,0.1485035689806814,0.887503560556238,0.2223164411374022,0.08732765884872903,0.4874464073105883,1.050890384388401,1.0642,40.61427833333333,-74.00066666666666,32.8,1.15,10,3.36,
C BK Bensonhurst_agg,2024-11-08 10:47:43,0.1807599236556599,0.455121698010543,0.1187085085408793,0.07417587208789664,0.3825904076162914,0.6370079277371671,0.6757,40.61426333333333,-74.00060166666667,31.6,1.15,10,4.23,
C BK Bensonhurst_agg,2024-11-08 10:47:50,0.1309364731463316,0.4082654773551151,0.1074288601819828,0.08989232447767716,0.3227059187557613,0.5546041471175632,0.5887,40.61420833333333,-74.00054666666666,31.0,1.15,10,3.29,
C BK Bensonhurst_agg,2024-11-08 10:47:57,0.0823174343623512,0.4339196238936423,0.08488880962765351,0.2061749257305553,0.3555010689154113,0.6092270676849477,0.6415,40.61415333333333,-74.00056166666667,31.3,1.21,9,2.84,
C BK Bensonhurst_agg,2024-11-08 10:48:04,0.111260190544507,0.3768788266804067,0.09297053296609631,0.05170909010996035,0.4796602756118125,0.6291325853903927,0.6494,40.61405,-74.00059,31.7,1.21,9,4.15,
C BK Bensonhurst_agg,2024-11-08 10:48:11,0.07386000270782557,0.3311538313231481,0.08650398834735887,0.06408424143266427,0.3664480454307267,0.5108738200377857,0.5254,40.61396666666667,-74.0006,31.8,1.15,10,3.86,
C BK Bensonhurst_agg,2024-11-08 10:48:18,0.06252959299403762,0.3807125162113796,0.0819424188073552,0.08023540365698924,0.4491260402158841,0.6030907477320472,0.6333,40.61390666666667,-74.00060166666667,33.4,1.21,9,3.62,
C BK Bensonhurst_agg,2024-11-08 10:48:25,0.07478816751331724,0.4943686377593141,0.08224548619833189,0.0697483333134205,0.3955063716300914,0.6465663616366071,0.6742,40.61377333333333,-74.00063833333333,33.3,1.21,9,4.31,
C BK Bensonhurst_agg,2024-11-08 10:48:32,0.06155420375571435,0.4678086895302395,0.06454192435928759,0.06490377492873586,0.7172242536334087,0.8633786423117032,0.8841,40.61362666666667,-74.00073166666667,30.4,1.15,10,5.32,
C BK Bensonhurst_agg,2024-11-08 10:48:39,0.08922208246841139,0.4100938794959027,0.07192343150879274,0.04215388475573752,0.3449404296396698,0.5496102255235066,0.5689,40.61352666666667,-74.000825,27.3,1.16,10,5.49,
C BK Bensonhurst_agg,2024-11-08 10:48:46,0.1613973048102105,0.5491270344829146,0.08456500458227388,0.0819914019882573,0.5102610410368402,0.7757768686935695,0.8064,40.61348666666667,-74.000815,25.1,1.21,9,4.5,
C BK Bensonhurst_agg,2024-11-08 10:48:53,0.09672931303384719,1.324425305557093,0.1667730493814873,0.1402469607513832,0.7140720901981816,1.523430457881159,1.7051,40.613405,-74.00079833333334,25.4,1.16,10,4.02,
C BK Bensonhurst_agg,2024-11-08 10:49:00,0.1184974683273866,1.236219879309502,0.2558352008618048,0.0952420075386906,2.248566825780368,2.583187314152808,2.6077,40.61331833333333,-74.00078833333333,22.9,1.16,10,4.38,
C BK Bensonhurst_agg,2024-11-08 10:49:07,0.08522417497400606,0.8969386155139046,0.1192038589979368,0.06808024676806043,0.438963540627237,1.011580698708709,1.0654,40.613215,-74.00080166666666,21.5,1.16,10,4.27,
C BK Bensonhurst_agg,2024-11-08 10:49:14,0.1345259826204589,0.7265469289729329,0.1329829312355537,0.08335250446147376,0.414619500265002,0.8616896831226428,0.9057,40.61310833333334,-74.00083833333333,21.0,1.21,9,4.08,
C BK Bensonhurst_agg,2024-11-08 10:49:21,0.0924778351822749,0.6169620733886323,0.08884891670695823,0.06679064305724271,0.3178663398348431,0.7089347501709872,0.7362,40.613005,-74.00085833333333,21.0,1.22,9,6.11,
C BK Bensonhurst_agg,2024-11-08 10:49:28,0.08188418650753025,0.6267508516148981,0.1325371268739443,0.1231371999031974,0.3315184610244201,0.7363117546257155,0.7833,40.61292333333333,-74.00086833333333,21.8,1.16,10,4.27,
C BK Bensonhurst_agg,2024-11-08 10:49:35,0.08167478190971801,0.8541737001336438,0.1203586723090613,0.07219411333342908,0.4852844629699162,0.9957322381042008,1.0479,40.61278166666666,-74.000935,23.1,1.16,10,5.09,
C BK Bensonhurst_agg,2024-11-08 10:49:42,0.1444689586035699,3.055052961897715,0.2167983164141272,0.1223623716671101,0.8070723201795488,3.172941800600825,3.2411,40.61267833333333,-74.00102166666667,21.9,1.16,10,5.6,
C BK Bensonhurst_agg,2024-11-08 10:49:49,0.1413496727976404,3.449705557000481,0.7055585872200834,0.1004276356388021,0.7102599946498466,3.596222469480998,3.823,40.61258166666666,-74.001035,16.6,1.16,10,5.71,
C BK Bensonhurst_agg,2024-11-08 10:49:56,0.1454896559896957,2.819279955946199,0.5854949615496277,0.1355079702452959,0.9279345936002172,3.031787604697929,3.3165,40.612495,-74.00103666666666,13.4,1.16,10,5.15,
C BK Bensonhurst_agg,2024-11-08 10:50:03,0.2215058238512026,2.466259536220793,0.4476302827110784,0.1311250929456296,0.7636742564732689,2.632919664554922,2.7996,40.61244666666666,-74.001075,9.62,1.16,10,4.17,
C BK Bensonhurst_agg,2024-11-08 10:50:10,0.3164574852962085,5.040299663710482,1.17069572477224,0.2303615853392228,1.714596270263061,5.465180815855959,6.0168,40.612375,-74.00112,7.52,1.16,10,3.77,
C BK Bensonhurst_agg,2024-11-08 10:50:17,0.4922416886042871,2.554863671509695,0.3550399273321241,0.1489842273530994,0.9104509761651091,2.783307544990313,2.8719,40.61230666666667,-74.00118666666667,8.12,1.16,10,3.61,
C BK Bensonhurst_agg,2024-11-08 10:50:24,0.1587457401003252,2.279303505459508,0.2557615100049263,0.1498325732275863,1.102655141011912,2.554238984511826,2.6471,40.612195,-74.001235,8.62,1.22,9,6.11,
C BK Bensonhurst_agg,2024-11-08 10:50:31,0.4757103740722919,2.132153624859147,0.3593418289039004,0.2118263203664738,1.297005123351485,2.574606507798813,2.6553,40.61211,-74.001275,10.2,1.16,10,5.36,
C BK Bensonhurst_agg,2024-11-08 10:50:38,0.6850584646583093,2.27810050261177,0.1876390950734947,0.1309978625779826,0.9526532055265442,2.572734731759184,2.6628,40.61204333333333,-74.00124,14.2,1.16,10,4.78,
C BK Bensonhurst_agg,2024-11-08 10:50:45,0.7536848147601224,2.663468543084375,0.1233057987282026,0.1140232432445245,1.020092927139484,2.954809753605129,3.0218,40.61199666666667,-74.001195,13.6,1.16,10,5.06,
C BK Bensonhurst_agg,2024-11-08 10:50:52,0.647973024129863,2.651327207268088,0.1545836666663073,0.1289445617310013,0.8886495315927421,2.877433891508197,2.9393,40.61194166666667,-74.00121333333334,14.8,1.16,10,3,
C BK Bensonhurst_agg,2024-11-08 10:50:59,0.3679367336920846,4.778271604879739,0.1508414730768697,0.1160413288445112,1.098158722589772,4.920307743424186,4.9633,40.611895,-74.001225,13.6,1.16,10,2.56,
C BK Bensonhurst_agg,2024-11-08 10:51:06,0.4284523427407067,3.075216623264124,0.1303204128293032,0.1677488002937726,1.070631757421757,3.29118582276966,3.3592,40.61185166666667,-74.00122833333333,13.2,1.16,10,4.29,
C BK Bensonhurst_agg,2024-11-08 10:51:13,0.4693750312916101,2.375536972981056,0.1171566045940219,0.1411855162543241,1.338658279771204,2.772932354025248,2.8043,40.611785,-74.00119166666667,15.4,1.16,10,3.57,
C BK Bensonhurst_agg,2024-11-08 10:51:20,0.2552086597276824,2.10946480890296,0.1155409883980573,0.1217891620793903,0.8332081912703452,2.288534782344372,2.4007,40.61168166666667,-74.00117,18.1,1.16,10,4.43,
C BK Bensonhurst_agg,2024-11-08 10:51:26,0.1550272234157601,1.411574879345761,0.2145133096103829,0.1104513467550305,0.6133910335177716,1.565580116123093,1.7063,40.61161666666667,-74.00117166666666,22.5,1.16,10,3.09,
C BK Bensonhurst_agg,2024-11-08 10:51:33,0.1720766399021087,1.464802498632495,0.2174716303337058,0.1123123323593629,0.5060032509776987,1.578354836530746,1.6261,40.61153833333334,-74.00118833333333,27.4,1.16,10,4.11,
C BK Bensonhurst_agg,2024-11-08 10:51:40,0.2002424530413069,1.081232768648823,0.2420504906006183,0.1986589791577517,0.7500052599815552,1.367378170075857,1.4782,40.61146,-74.00122333333333,31.3,1.16,10,3.93,
C BK Bensonhurst_agg,2024-11-08 10:51:47,0.2923404693161725,1.542870428778775,0.2005033665552775,0.07426829740878675,0.5143944400943696,1.666202607728123,1.9527,40.61138833333333,-74.00126333333333,36.2,1.16,10,4.61,
C BK Bensonhurst_agg,2024-11-08 10:51:54,2.268657618504829,5.664455718778283,0.1765416381480584,0.106772842989217,0.600894325152102,6.134860011442804,6.173,40.61128666666666,-74.001315,38.6,1.16,10,4.62,
C BK Bensonhurst_agg,2024-11-08 10:52:01,0.1797733016885433,1.415612881405083,0.2054892211285059,0.1146749754741635,0.4197861836697343,1.505946506354059,1.8956,40.61118666666667,-74.00143,35.9,1.16,10,4.96,
C BK Bensonhurst_agg,2024-11-08 10:52:08,0.4046826781566021,1.618199502533603,0.1287294449611277,0.07336490986841053,0.4376350648656937,1.730842520277335,1.8301,40.61107666666667,-74.00147833333334,33.9,1.16,10,6.01,
C BK Bensonhurst_agg,2024-11-08 10:52:15,0.1901466802234528,0.7921729546001933,0.07797230277476741,0.07260330570986423,0.4758939587765325,0.9494839282473403,0.9983,40.61101166666667,-74.001515,32.7,1.16,10,4.83,
C BK Bensonhurst_agg,2024-11-08 10:52:22,0.2513008555496777,1.058116600380128,0.0918300059893279,0.0566253476810518,0.3738848485830897,1.155072257480025,1.2082,40.61095833333334,-74.001505,32.4,1.16,10,3.07,
C BK Bensonhurst_agg,2024-11-08 10:52:29,0.2940617962265755,1.789997215081632,0.08428493341042634,0.06153811826827335,0.3330158254497825,1.847255477729055,1.9332,40.61086666666667,-74.00150833333333,33.7,0.94,11,3.69,
C BK Bensonhurst_agg,2024-11-08 10:52:36,0.1314812914448288,0.745005463067218,0.0678388531742688,0.0913731908165628,0.4305856476939285,0.8778813359446712,0.985,40.61069666666667,-74.00154666666667,24.1,0.95,11,4.92,
C BK Bensonhurst_agg,2024-11-08 10:52:43,0.2590772857662362,0.8942723690241133,0.04037474458123543,0.06511151971809599,0.3742684464391835,1.006374984784499,1.0303,40.61059666666667,-74.00159333333333,18.9,0.95,11,4.8,
C BK Bensonhurst_agg,2024-11-08 10:52:50,0.1008868177712034,0.6026723570896544,0.0417505688584,0.06035743533318822,0.3244548350695363,0.695736437165684,0.7476,40.61050166666666,-74.00159833333333,15.3,0.95,11,4.54,
C BK Bensonhurst_agg,2024-11-08 10:52:57,0.09906760318085828,0.8382435564917872,0.03675812835278749,0.03999949999687497,0.3098973539738602,0.9008074933080877,0.9291,40.61041166666666,-74.00161166666666,12.2,0.95,11,4.66,
C BK Bensonhurst_agg,2024-11-08 10:53:04,0.1307401621537927,0.8544383359845227,0.04450505589256124,0.04300499970933613,0.2409117473266922,0.8994589818329689,0.9383,40.61034666666666,-74.001635,10.5,0.95,11,4.24,
C BK Bensonhurst_agg,2024-11-08 10:53:11,0.09712074958524569,0.4561518826005215,0.06283565866607908,0.03815678183495039,0.2277693570259178,0.5242042731607591,0.6037,40.61030333333333,-74.00166333333334,14.5,0.95,11,4.14,
C BK Bensonhurst_agg,2024-11-08 10:53:18,0.1616577248386231,0.5754168402123803,0.04920193085642067,0.03626320449160554,0.1886594020980667,0.6297348489642286,0.6837,40.61027666666666,-74.00166666666667,18.9,0.95,11,2.76,
C BK Bensonhurst_agg,2024-11-08 10:53:25,0.1250006799981504,0.3571576822637307,0.03321069104972072,0.0463636711229816,0.1722700496313854,0.4196621140870353,0.4461,40.61020166666667,-74.00168833333333,23.9,0.95,11,3,
C BK Bensonhurst_agg,2024-11-08 10:53:32,0.08018453716272235,0.3039544867245753,0.02209479576732946,0.07339093949528104,0.1712541678324939,0.3660878173334917,0.3869,40.61019333333333,-74.00165166666666,26.1,0.95,11,1.52,
C BK Bensonhurst_agg,2024-11-08 10:53:39,0.05362294285098497,0.321789247800482,0.01928937531388717,0.04678236847360336,0.200168753805383,0.3860724543398557,0.3945,40.61020166666667,-74.00167333333333,26.9,0.95,11,1.2,x
C BK Bensonhurst_agg,2024-11-08 10:53:46,0.1411516560299595,0.3950267079578291,0.02002573344474554,0.05069319480955996,0.2306775021539812,0.4818224050415255,0.495,40.61021833333334,-74.001675,26.9,0.95,11,0,
C BK Bensonhurst_agg,2024-11-08 10:53:53,0.0803834560093058,0.6590185885087007,0.03815062253751569,0.03694144014518114,0.2152630716123878,0.6999466622536319,0.7236,40.61028333333334,-74.00167166666667,26.5,0.95,11,2.02,
C BK Bensonhurst_agg,2024-11-08 10:54:00,0.118934561839694,0.8023915814613212,0.05600669602824291,0.05080747976430239,0.302706854894302,0.8690956621684407,0.9229,40.61033,-74.00168666666667,26.4,0.95,11,3.25,
C BK Bensonhurst_agg,2024-11-08 10:54:07,0.1726675128679394,1.142150887580096,0.08081429329023425,0.1215336578894916,0.528333587802252,1.278577522092423,1.349,40.61038333333333,-74.001715,27.9,0.95,11,3.43,
C BK Bensonhurst_agg,2024-11-08 10:54:14,0.1122140365551476,0.7493252364627793,0.027757521503189,0.05953444381196484,0.389385811246378,0.8544099952598875,0.8664,40.61043166666666,-74.00175,27.2,0.82,12,4.58,
C BK Bensonhurst_agg,2024-11-08 10:54:21,0.1517663664979827,0.4931209486525592,0.02961013340057758,0.0796496704324632,0.3236285988598659,0.6149452008106087,0.6312,40.61049166666667,-74.00174,27.0,0.89,11,4.48,
C BK Bensonhurst_agg,2024-11-08 10:54:28,0.1961137170113299,0.6860746679480303,0.04963224758158752,0.08521208834431887,0.3526768917862354,0.802037711083463,0.8187,40.61056166666667,-74.00171666666667,27.7,0.82,12,3.99,
C BK Bensonhurst_agg,2024-11-08 10:54:35,0.1297100227430402,0.4979274344721327,0.03346460817042387,0.03893712881042977,0.2939804755421693,0.5948251171562948,0.6319,40.61063666666666,-74.00169833333334,28.2,0.82,12,4.38,
C BK Bensonhurst_agg,2024-11-08 10:54:42,0.1657743044020997,0.7355155946681212,0.06445153217728807,0.08732765884872903,0.4209548194284037,0.8703145350963643,0.9346,40.61068166666666,-74.001665,30.1,0.82,12,3.24,
C BK Bensonhurst_agg,2024-11-08 10:54:49,0.1269195808376312,0.8347664823170609,0.05968609553321443,0.07104188905146036,0.2980346791901909,0.9002098144321693,0.932,40.61072833333333,-74.00161666666666,32.0,0.82,12,3.31,
C BK Bensonhurst_agg,2024-11-08 10:54:56,0.3065152851001072,1.237962660987802,0.1187169322379921,0.1137746456817159,0.7203985216531195,1.473945582441903,1.6347,40.61080166666667,-74.00160666666666,35.5,0.84,11,3.24,
C BK Bensonhurst_agg,2024-11-08 10:55:03,0.6315712944711784,2.26533177040362,0.07442647378453449,0.0744855690721364,0.7185518631247158,2.461303416891141,2.4914,40.61093166666667,-74.001585,35.6,0.84,11,4.81,
C BK Bensonhurst_agg,2024-11-08 10:55:10,0.746032090462602,1.659886312372025,0.07764811652577287,0.09323835047875952,0.7118503705133545,1.957866190524776,2.0053,40.61104333333333,-74.00157666666667,34.4,0.82,12,4.91,
C BK Bensonhurst_agg,2024-11-08 10:55:17,0.6736118392665023,3.097244911207378,0.1656735645780581,0.1073172865851536,0.8989742766064,3.300575469520429,3.4297,40.61111166666667,-74.00158333333333,33.9,0.89,11,3.88,
C BK Bensonhurst_agg,2024-11-08 10:55:24,0.6513391359345759,1.761078308877831,0.08379427188060053,0.105725588198884,0.5465484516490738,1.960243370094642,2.0084,40.61116166666667,-74.001515,33.6,0.83,12,3.42,
